OR951059_NA_GD2016-230-3862_Miniopterus-pusillus_2016	OR951059_NA_GD2016-230-3862_Miniopterus-pusillus_2016
PQ421841_NA_QJ1-CWDS_Crocidura-dracula_2017	PQ421841_NA_QJ1-CWDS_Crocidura-dracula_2017
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	MK987100_NA_BoAstV-VC34-346_Bos-taurus_2016
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KF233994_NA_NeuroS1_cattle_2011
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	MK386569_NA_NA_Steer_2018
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	LC341267_NA_NA_Bos-taurus_2016
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	NC-024498_NA_CH13_cattle_2012
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	MZ475060_NA_NA_Bos-taurus_2020
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KM035759_NA_CH13_cattle_2012
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266908_NA_43660_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266907_NA_43661_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266906_NA_42799_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266905_NA_23985_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266904_NA_36716_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266903_NA_26875_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266902_NA_26730_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	KX266901_NA_23871_Bos-taurus_2015
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	MN464146_NA_NA_Bos-taurus-breed-Marchigiana_NA
OR367571_NA_sichuanganzi111-7897_Bos-mutus_2021	MK987103_NA_BoAstV-VC65-698_Bos-taurus_2016
PP646881_NA_GX-WZ-2023_goat_2023	PP646881_NA_GX-WZ-2023_goat_2023
PP646881_NA_GX-WZ-2023_goat_2023	PP571883_NA_GX-WZ-2023_goat_2023
