Unnamed: 0,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class
OR873518,OR873518.1,"Human astrovirus isolate 19044 capsid protein gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,570,"Ushijima,H. and Khamrin,P.",,19044,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873517,OR873517.1,"Human astrovirus isolate 19066 capsid protein gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,570,"Ushijima,H. and Khamrin,P.",,19066,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873516,OR873516.1,"Human astrovirus isolate 18946 capsid protein gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,570,"Ushijima,H. and Khamrin,P.",,18946,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873515,OR873515.1,"Human astrovirus isolate 18420 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18420,Japan,,Feb-2020,feces,Homo sapiens,No,1,No,No,Mammalia
OR873514,OR873514.1,"Human astrovirus isolate 18494 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18494,Japan,,Dec-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873513,OR873513.1,"Human astrovirus isolate 18493 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18493,Japan,,Nov-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873512,OR873512.1,"Human astrovirus isolate 18772 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18772,Japan,,Aug-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873511,OR873511.1,"Human astrovirus isolate 18773 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18773,Japan,,Aug-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873510,OR873510.1,"Human astrovirus isolate 18769 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18769,Japan,,Jul-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873509,OR873509.1,"Human astrovirus isolate 18754 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18754,Japan,,Jun-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873508,OR873508.1,"Human astrovirus isolate 18697 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18697,Japan,,May-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873507,OR873507.1,"Human astrovirus isolate 19075 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,19075,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873506,OR873506.1,"Human astrovirus isolate 19078 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,19078,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873505,OR873505.1,"Human astrovirus isolate 19079 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,19079,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873504,OR873504.1,"Human astrovirus isolate 18379 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18379,Japan,,Nov-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873503,OR873503.1,"Human astrovirus isolate 18352 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18352,Japan,,Oct-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873502,OR873502.1,"Human astrovirus isolate 18553 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18553,Japan,,Dec-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873501,OR873501.1,"Human astrovirus isolate 17344 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,17344,Japan,,Oct-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR873500,OR873500.1,"Human astrovirus isolate 17353 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,17353,Japan,,Dec-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR873499,OR873499.1,"Human astrovirus isolate 17352 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,17352,Japan,,Dec-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR873498,OR873498.1,"Human astrovirus isolate 17354 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,17354,Japan,,Nov-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR873497,OR873497.1,"Human astrovirus isolate 18954 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18954,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873496,OR873496.1,"Human astrovirus isolate 18143 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18143,Japan,,May-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873495,OR873495.1,"Human astrovirus isolate 18928 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18928,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873494,OR873494.1,"Human astrovirus isolate 18176 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18176,Japan,,Dec-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873493,OR873493.1,"Human astrovirus isolate 18428 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18428,Japan,,Mar-2020,feces,Homo sapiens,No,1,No,No,Mammalia
OR873492,OR873492.1,"Human astrovirus isolate 19246 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,19246,Japan,,May-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873491,OR873491.1,"Human astrovirus isolate 18955 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18955,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873490,OR873490.1,"Human astrovirus isolate 19227 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,19227,Japan,,Feb-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873489,OR873489.1,"Human astrovirus isolate 18947 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18947,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873488,OR873488.1,"Human astrovirus isolate 18934 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,18934,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873487,OR873487.1,"Human astrovirus isolate 17350 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,17350,Japan,,Nov-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR873486,OR873486.1,"Human astrovirus isolate 17321 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,342,"Ushijima,H. and Khamrin,P.",,17321,Japan,,Aug-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR873485,OR873485.1,"Human astrovirus isolate 18580 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18580,Japan,,Jan-2020,feces,Homo sapiens,No,1,No,No,Mammalia
OR873484,OR873484.1,"Human astrovirus isolate 18011 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18011,Japan,,Apr-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873483,OR873483.1,"Human astrovirus isolate 18074 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18074,Japan,,Aug-2019,feces,Homo sapiens,No,1,No,No,Mammalia
OR873482,OR873482.1,"Human astrovirus isolate 18940 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18940,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873481,OR873481.1,"Human astrovirus isolate 18946 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18946,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873480,OR873480.1,"Human astrovirus isolate 18521 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18521,Japan,,Mar-2020,feces,Homo sapiens,No,1,No,No,Mammalia
OR873479,OR873479.1,"Human astrovirus isolate 18944 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18944,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873478,OR873478.1,"Human astrovirus isolate 18929 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18929,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873477,OR873477.1,"Human astrovirus isolate 18932 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18932,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873476,OR873476.1,"Human astrovirus isolate 18949 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18949,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873475,OR873475.1,"Human astrovirus isolate 18936 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18936,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873474,OR873474.1,"Human astrovirus isolate 18943 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18943,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873473,OR873473.1,"Human astrovirus isolate 18930 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18930,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873472,OR873472.1,"Human astrovirus isolate 18927 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18927,Japan,,Oct-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873471,OR873471.1,"Human astrovirus isolate 18941 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18941,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873470,OR873470.1,"Human astrovirus isolate 18958 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18958,Japan,,Jan-2022,feces,Homo sapiens,No,1,No,No,Mammalia
OR873469,OR873469.1,"Human astrovirus isolate 18933 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18933,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873468,OR873468.1,"Human astrovirus isolate 18938 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,18938,Japan,,Dec-2021,feces,Homo sapiens,No,1,No,No,Mammalia
OR873467,OR873467.1,"Human astrovirus isolate 17258 RNA-dependent RNA polymerase gene, partial cds",19-DEC-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348,"Ushijima,H. and Khamrin,P.",,17258,Japan,,Nov-2018,feces,Homo sapiens,No,1,No,No,Mammalia
OR924093,OR924093.1,"Goose astrovirus strain L1002, complete genome",18-DEC-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7308,"Deng,C., Luo,J. and Li,Y.",L1002,,China,,10-May-2021,Throat and anal swabs,Goose,No,3,No,No,Aves
OR924092,OR924092.1,"Duck astrovirus strain G2174, complete genome",18-DEC-2023,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7287,"Deng,C., Zhang,F., Luo,J. and Li,Y.",G2174,,China,,02-Nov-2021,Throat and anal swabs,Duck,No,3,No,No,Aves
OR924091,OR924091.1,"Duck astrovirus strain X1257, complete genome",18-DEC-2023,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7287,"Deng,C., Zhang,F., Luo,J. and Li,Y.",X1257,,China,,24-Mar-2021,Throat and anal swabs,Goose,No,3,No,No,Aves
OR924090,OR924090.1,"Duck astrovirus strain X2250, complete genome",18-DEC-2023,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7287,"Deng,C., Zhang,F., Luo,J. and Li,Y.",X2250,,China,,09-Nov-2021,Throat and anal swabs,Goose,No,3,No,No,Aves
OR924089,OR924089.1,"Duck astrovirus CPH strain NM1002, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Deng,C., Luo,J. and Li,Y.",NM1002,,China,,23-Mar-2021,tissue,Duck,No,3,No,No,Aves
OR924088,OR924088.1,"Duck astrovirus CPH strain NM1001, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Deng,C., Luo,J. and Li,Y.",NM1001,,China,,23-Mar-2021,tissue,Duck,No,3,No,No,Aves
OR924087,OR924087.1,"Duck astrovirus CPH strain SD1002, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Deng,C., Luo,J. and Li,Y.",SD1002,,China,,23-Mar-2021,tissue,Duck,No,3,No,No,Aves
OR924086,OR924086.1,"Duck astrovirus CPH strain SD1001, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Deng,C., Luo,J. and Li,Y.",SD1001,,China,,23-Mar-2021,tissue,Duck,No,3,No,No,Aves
OR907134,OR907134.1,"Goose astrovirus strain G2332, complete genome",18-DEC-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7299,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",G2332,,China,,26-Oct-2022,Throat and anal swabs,Goose,No,3,No,No,Aves
OR907133,OR907133.1,"Goose astrovirus strain C1357, complete genome",18-DEC-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",C1357,,China,,21-Mar-2023,Throat and anal swabs,Goose,No,3,No,No,Aves
OR907132,OR907132.1,"Goose astrovirus strain A1082, complete genome",18-DEC-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",A1082,,China,,07-Mar-2023,Throat and anal swabs,Goose,No,3,No,No,Aves
OR907131,OR907131.1,"Goose astrovirus strain C1330, complete genome",18-DEC-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",C1330,,China,,21-Mar-2023,Throat and anal swabs,Goose,No,3,No,No,Aves
OR907130,OR907130.1,"Duck astrovirus CPH strain Q3001, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",Q3001,,China,,22-May-2022,tissue,Duck,No,3,No,No,Aves
OR907129,OR907129.1,"Duck astrovirus CPH strain T119, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",T119,,China,,01-Apr-2023,tissue,Duck,No,3,No,No,Aves
OR907128,OR907128.1,"Duck astrovirus CPH strain T129, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",T129,,China,,04-Apr-2023,tissue,Duck,No,3,No,No,Aves
OR907127,OR907127.1,"Duck astrovirus CPH strain C1350, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",C1350,,China,,21-Mar-2023,Throat and anal swabs,Goose,No,3,No,No,Aves
OR907126,OR907126.1,"Duck astrovirus CPH strain T90, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",T90,,China,,29-Mar-2023,tissue,Duck,No,3,No,No,Aves
OR907125,OR907125.1,"Duck astrovirus CPH strain T221, complete genome",18-DEC-2023,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.",T221,,China,,10-May-2023,tissue,Duck,No,3,No,No,Aves
