ID белка,product,Хэш-белка,Длина белка,Источник предсказания,ID домена/мотива,Описание предсказания,Начало,Конец,E-value,Unnamed: 9,Дата,Unnamed: 11,Название семейства/белка,Unnamed: 13,Unnamed: 14
PQ055536.2|,putative RNA-dependent RNA polymerase,e5666bb584b0ce10d9d9e71c2de8be9f,519,Pfam,PF00680,Viral RNA-dependent RNA polymerase,59,421,2.6E-31,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PX289198.1|,hypothetical protein,b1148c8f21e4ce3afcdd42e736087c62,1090,Pfam,PF13365,Trypsin-like peptidase domain,567,694,0.004,T,30-10-2025,-,-,-,-
PX289198.1|,hypothetical protein,b1148c8f21e4ce3afcdd42e736087c62,1090,Pfam,PF19416,Astrovirus VPg protein,778,871,7.7E-25,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PP211222.1|,non-structural polyprotein,d2ed510eb94199b2daf195382c2f0c9a,442,Pfam,PF00978,RNA dependent RNA polymerase,40,422,6.1E-30,T,30-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
PQ421842.2|,hypothetical protein,5a773e38bc9aa3fdcf63d4e76d5b87b8,454,Pfam,PF00680,Viral RNA-dependent RNA polymerase,11,337,3.3E-32,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ421844.3|,hypothetical protein,8a789cafdb7c70477fb1bf94ba34501f,740,Pfam,PF19416,Astrovirus VPg protein,587,643,0.028,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421842.1|,hypothetical protein,d132688331191a6a84a568c7b278ee19,592,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,10,177,2.8E-41,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ421851.1|,hypothetical protein,c5efc97d9fccd3bc495142f775e7ab24,352,Pfam,PF00680,Viral RNA-dependent RNA polymerase,26,288,7.5E-21,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PX289196.1|,hypothetical protein,8d67cbf7051ab0b47631a459b88f98a5,1008,Pfam,PF13365,Trypsin-like peptidase domain,485,612,7.4E-4,T,30-10-2025,-,-,-,-
PX289196.1|,hypothetical protein,8d67cbf7051ab0b47631a459b88f98a5,1008,Pfam,PF19416,Astrovirus VPg protein,696,789,2.0E-25,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
