MN032977_37	c4c56105f056b46d8c9492a381074612	116	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	93	115	-	T	16-11-2025	-	-	-	-
MN032977_37	c4c56105f056b46d8c9492a381074612	116	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	90	-	T	16-11-2025	-	-	-	-
MN032977_37	c4c56105f056b46d8c9492a381074612	116	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	116	116	-	T	16-11-2025	-	-	-	-
MN032977_37	c4c56105f056b46d8c9492a381074612	116	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	91	115	-	T	16-11-2025	-	-	-	-
MN033907_5	09393a2d4e843cc309655d13970b3d90	75	MobiDBLite	mobidb-lite	consensus disorder prediction	1	19	-	T	16-11-2025	-	-	-	-
MN033907_5	09393a2d4e843cc309655d13970b3d90	75	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	16-11-2025	-	-	-	-
MN032977_36	5656748c141e4d794d3ab96f83caca15	53	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	14	-	T	16-11-2025	-	-	-	-
MN032977_36	5656748c141e4d794d3ab96f83caca15	53	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	15	34	-	T	16-11-2025	-	-	-	-
MN032977_36	5656748c141e4d794d3ab96f83caca15	53	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	35	53	-	T	16-11-2025	-	-	-	-
MN032977_36	5656748c141e4d794d3ab96f83caca15	53	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	13	30	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	89	99	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	124	128	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	1	29	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	67	89	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	152	259	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	129	151	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	67	88	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	30	52	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	129	151	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	100	123	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	48	66	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	30	47	-	T	16-11-2025	-	-	-	-
MN032977_23	d58811769950c189fc6a1aad40ab1d2e	259	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	96	118	-	T	16-11-2025	-	-	-	-
