PP512783_33	a320fa228005fb707029830b124a1d8e	52	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	11	-	T	08-11-2025	-	-	-	-
PP512783_33	a320fa228005fb707029830b124a1d8e	52	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	30	52	-	T	08-11-2025	-	-	-	-
PP512783_33	a320fa228005fb707029830b124a1d8e	52	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	11	30	-	T	08-11-2025	-	-	-	-
PP512783_33	a320fa228005fb707029830b124a1d8e	52	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	12	29	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	1	20	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	105	127	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	108	131	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	50	54	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	132	151	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	39	61	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	55	88	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	89	107	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	21	49	-	T	08-11-2025	-	-	-	-
PP512783_25	41d1360886ede6dae974b1a3df5637ae	151	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	68	90	-	T	08-11-2025	-	-	-	-
PQ110289_11	caa961a837093d82443e21dfb5330c50	62	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	31	-	T	08-11-2025	-	-	-	-
PQ110289_11	caa961a837093d82443e21dfb5330c50	62	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	49	62	-	T	08-11-2025	-	-	-	-
PQ110289_11	caa961a837093d82443e21dfb5330c50	62	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	32	48	-	T	08-11-2025	-	-	-	-
PP512783_32	050d8bc6e38cbdf295e09d8ff992c7d3	62	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	11	-	T	08-11-2025	-	-	-	-
PP512783_32	050d8bc6e38cbdf295e09d8ff992c7d3	62	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	12	33	-	T	08-11-2025	-	-	-	-
PP512783_32	050d8bc6e38cbdf295e09d8ff992c7d3	62	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	10	32	-	T	08-11-2025	-	-	-	-
PP512783_32	050d8bc6e38cbdf295e09d8ff992c7d3	62	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	34	62	-	T	08-11-2025	-	-	-	-
PP512783_7	6c730a5f1b899a248025d04d9da58dff	80	Pfam	PF00680	Viral RNA-dependent RNA polymerase	3	78	4.0E-11	T	08-11-2025	IPR001205	RNA-directed RNA polymerase, C-terminal domain	GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro)	Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
