HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	308	330	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	289	308	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	Pfam	PF12285	Astroviridae polyprotein 1	783	938	3.1E-85	T	16-11-2025	IPR022068	Mamastrovirus p20 protein	GO:0004252(InterPro)|GO:0070008(InterPro)	MetaCyc:PWY-7884
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	401	947	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	340	360	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	361	371	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	MobiDBLite	mobidb-lite	consensus disorder prediction	810	822	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	MobiDBLite	mobidb-lite	consensus disorder prediction	927	947	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	MobiDBLite	mobidb-lite	consensus disorder prediction	779	842	-	T	16-11-2025	-	-	-	-
HUANSSPS_6	f4d09366a9552406f459c5c3e7547747	947	MobiDBLite	mobidb-lite	consensus disorder prediction	827	841	-	T	16-11-2025	-	-	-	-
