PV093025/NA/NA/Neogale-vison/2023	PV093025/NA/NA/Neogale-vison/2023	1.0
PV093025/NA/NA/Neogale-vison/2023	MN725025/NA/NA/chicken/2018	1.0
PV093025/NA/NA/Neogale-vison/2023	OR545548/NA/AAstV-Chicken-CHN-2022-SQ2201/chicken/2022	1.0
PV093025/NA/NA/Neogale-vison/2023	MN807051/NA/AAstV-Chicken-CHN-2018-CZ1801/Gallus-gallus/2018	1.0
PV093025/NA/NA/Neogale-vison/2023	OP169001/NA/AAstV-Chicken-CHN-2021-HA2101/chicken/2021	1.0
PV093025/NA/NA/Neogale-vison/2023	MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017	1.0
PV093025/NA/NA/Neogale-vison/2023	PV093029/NA/NA/Neogale-vison/2023	1.0
PV093025/NA/NA/Neogale-vison/2023	PV093028/NA/NA/Neogale-vison/2023	1.0
PV093025/NA/NA/Neogale-vison/2023	PV093027/NA/NA/Neogale-vison/2023	1.0
PV093025/NA/NA/Neogale-vison/2023	PV093026/NA/NA/Neogale-vison/2023	1.0
PV093025/NA/NA/Neogale-vison/2023	MN725026/NA/NA/chicken/2018	1.0
OP484924/NA/NA/goose/2018	OP484924/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019	2.0
OP484924/NA/NA/goose/2018	MZ648231/NA/AAstV-Goose-CHN-2021-ZM/goose/2021	2.0
OP484924/NA/NA/goose/2018	MN127959/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	MN307115/NA/AstV-AH01-Goose-0512-18/goose/2018	2.0
OP484924/NA/NA/goose/2018	OP484923/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM100593/NA/AstV-AN06-Goose-0714-19/goose/2019	2.0
OP484924/NA/NA/goose/2018	MN127958/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	MN307114/NA/AstV-HN01-Goose-0103-18/goose/2018	2.0
OP484924/NA/NA/goose/2018	MN068024/NA/GTF-07/goose/2018	2.0
OP484924/NA/NA/goose/2018	ON954324/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM100592/NA/AstV-AH05-Goose-0711-19/goose/2019	2.0
OP484924/NA/NA/goose/2018	MZ819184/NA/ZJLD/goose/2020	2.0
OP484924/NA/NA/goose/2018	MN127957/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	MN894548/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	MN068023/NA/GTF-04/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM100591/NA/AstV-AH04-Goose-0614-19/goose/2019	2.0
OP484924/NA/NA/goose/2018	MZ819183/NA/JRMS/goose/2020	2.0
OP484924/NA/NA/goose/2018	MN127956/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	MN337323/NA/XX/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM100590/NA/AstV-AH03-Goose-0422-19/goose/2019	2.0
OP484924/NA/NA/goose/2018	MW536497/NA/YC20/goose/2020	2.0
OP484924/NA/NA/goose/2018	MN127955/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	MN399857/NA/SDXT/duck/2019	2.0
OP484924/NA/NA/goose/2018	PV780437/NA/JX05/Anser-anser/2025	2.0
OP484924/NA/NA/goose/2018	OM455389/NA/HeB-BD4-2019/goose/2019	2.0
OP484924/NA/NA/goose/2018	OK148600/NA/NA/goose/2020	2.0
OP484924/NA/NA/goose/2018	MN127954/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	PV780436/NA/JX04/Anser-anser/2023	2.0
OP484924/NA/NA/goose/2018	OQ787033/NA/JL01-0801-19/goose/2019	2.0
OP484924/NA/NA/goose/2018	OM455388/NA/HeB-BD1-2021/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM273310/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	MN127953/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	MK125058/NA/JSHA/gosling/2016	2.0
OP484924/NA/NA/goose/2018	PV780435/NA/JX03/Anser-anser/2023	2.0
OP484924/NA/NA/goose/2018	PQ740944/NA/CH-HBXT-2022/goose/2022	2.0
OP484924/NA/NA/goose/2018	ON400505/NA/GAstV-GD2104/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM273309/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	MN127952/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	PV780434/NA/JX02/Anser-anser/2023	2.0
OP484924/NA/NA/goose/2018	OQ909424/NA/Sichuan/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM273308/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	MN127951/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	ON382522/NA/GAstV-GD2105/goose/2022	2.0
OP484924/NA/NA/goose/2018	OM273307/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	MN103532/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	ON382521/NA/GAstV-GD2103/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM273306/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	PQ552759/NA/NA/duck/2024	2.0
OP484924/NA/NA/goose/2018	ON382520/NA/GAstV-GD2102/goose/2021	2.0
OP484924/NA/NA/goose/2018	ON205965/NA/AAstv-CHN-Goose-2018/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM273305/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	MT708902/NA/AAstV-Goose-CHN-2019-DY-19/Anser-anser/2019	2.0
OP484924/NA/NA/goose/2018	MH807626/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	PQ435198/NA/NA/goose/2023	2.0
OP484924/NA/NA/goose/2018	ON382519/NA/GAstV-GD2101/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM811458/NA/Astv-Goose-Heilongjiang-ZYL01-2018/goose/2018	2.0
OP484924/NA/NA/goose/2018	OL982615/NA/JSZ29/goose/2020	2.0
OP484924/NA/NA/goose/2018	OM273304/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	KY807085/NA/HN1G/Lingxian-White-Goose/2014	2.0
OP484924/NA/NA/goose/2018	PQ308726/NA/GAstV-GDFS-Goose-2024/goose/2024	2.0
OP484924/NA/NA/goose/2018	ON156528/NA/NA/goose/2022	2.0
OP484924/NA/NA/goose/2018	OL982614/NA/JSCZ15/goose/2015	2.0
OP484924/NA/NA/goose/2018	OM273303/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	PV600843/NA/HNJZ-2023/goose/2023	2.0
OP484924/NA/NA/goose/2018	PP382210/NA/J2-2021/Jiangnan-White-Goose/2021	2.0
OP484924/NA/NA/goose/2018	OL982613/NA/XSSH/goose/2020	2.0
OP484924/NA/NA/goose/2018	OM273302/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	PV524668/NA/JXNC1/goose/2025	2.0
OP484924/NA/NA/goose/2018	ON745304/NA/ZJCX/landaise/2021	2.0
OP484924/NA/NA/goose/2018	OL963558/NA/JSW10/goose/2020	2.0
OP484924/NA/NA/goose/2018	OP776629/NA/NA/goose/2021	2.0
OP484924/NA/NA/goose/2018	OM937013/NA/NA/goose/2017	2.0
OP484924/NA/NA/goose/2018	OL963557/NA/JSW1/goose/2020	2.0
OP484924/NA/NA/goose/2018	MZ540211/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	OR902765/NA/NA/goose/2023	2.0
OP484924/NA/NA/goose/2018	OL762473/NA/JXGZ/goose/2020	2.0
OP484924/NA/NA/goose/2018	OL963556/NA/JSSQ/goose/2020	2.0
OP484924/NA/NA/goose/2018	MN809622/NA/AstV-SDTA/duck/NA	2.0
OP484924/NA/NA/goose/2018	OR902764/NA/NA/goose/2023	2.0
OP484924/NA/NA/goose/2018	OM066895/NA/AAstV-Goose-CHN-2021-ZY02/goose/2021	2.0
OP484924/NA/NA/goose/2018	OL963555/NA/JSCZ/goose/2020	2.0
OP484924/NA/NA/goose/2018	MW592379/NA/HNXX-6-China-2020/goose/2020	2.0
OP484924/NA/NA/goose/2018	MG934571/NA/GD/goose/2017	2.0
OP484924/NA/NA/goose/2018	OR902763/NA/NA/goose/2023	2.0
OP484924/NA/NA/goose/2018	OP179660/NA/NA/goose/2022	2.0
OP484924/NA/NA/goose/2018	OM066894/NA/AAstV-Goose-CHN-2021-HR2110-1/goose/2021	2.0
OP484924/NA/NA/goose/2018	OP020131/NA/NA/50-day-old-Landes-geese/2022	2.0
OP484924/NA/NA/goose/2018	MW592378/NA/HNSQ-6-China-2020/goose/2020	2.0
OP484924/NA/NA/goose/2018	PP966939/NA/GZ2301/goose/2023	2.0
OP484924/NA/NA/goose/2018	OR902762/NA/NA/goose/2023	2.0
OP484924/NA/NA/goose/2018	OP621341/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	OM066893/NA/AAstV-Goose-CHN-2021-HR2105-2/goose/2021	2.0
OP484924/NA/NA/goose/2018	OL536330/NA/HeB-BD1-2020/goose/2020	2.0
OP484924/NA/NA/goose/2018	OK571390/NA/JRMS/goose/2020	2.0
OP484924/NA/NA/goose/2018	MW592377/NA/HNKF-1-China-2020/goose/2020	2.0
OP484924/NA/NA/goose/2018	MH052598/NA/NA/goose/2017	2.0
OP484924/NA/NA/goose/2018	OR902761/NA/NA/goose/2023	2.0
OP484924/NA/NA/goose/2018	OP621340/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	OM066892/NA/AAstV-Goose-CHN-2021-HR2105-1/goose/2021	2.0
OP484924/NA/NA/goose/2018	OK571389/NA/ZJLD/goose/2020	2.0
OP484924/NA/NA/goose/2018	MW345727/NA/SDPD/goose/2019	2.0
OP484924/NA/NA/goose/2018	MF772821/NA/NA/Lande-geese/2017	2.0
OP484924/NA/NA/goose/2018	OP621339/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	OL853843/NA/HLJ/goose/2019	2.0
OP484924/NA/NA/goose/2018	PP444710/NA/GAstV-GDCS-Goose-2023/goose/2023	2.0
OP484924/NA/NA/goose/2018	OP621338/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM100603/NA/AstV-JS04-Goose-0919-20/goose/2020	2.0
OP484924/NA/NA/goose/2018	MW505493/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	MZ576222/NA/JX01-China-2021/goose/2021	2.0
OP484924/NA/NA/goose/2018	MW413813/NA/XT1/goose/2020	2.0
OP484924/NA/NA/goose/2018	MN428645/NA/AHAU5/goose/2018	2.0
OP484924/NA/NA/goose/2018	PP444709/NA/GAstV-GXNN-Goose-2023/goose/2023	2.0
OP484924/NA/NA/goose/2018	OP621337/NA/NA/goose/2018	2.0
OP484924/NA/NA/goose/2018	OM100602/NA/AstV-JS03-Goose-0702-20/goose/2020	2.0
OP484924/NA/NA/goose/2018	MW505492/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	MT934439/NA/NA/goose/2019	2.0
OP484924/NA/NA/goose/2018	MN428644/NA/AHAU4/goose/2018	2.0
OP484924/NA/NA/goose/2018	OP621336/NA/NA/goose/2018	2.0
