Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
1,0,7759286,1,455502,1,455502,1,016562,1,016562
3,0,8187854,1,491957,0,1,039748,0
5,0,8616421,1,522832,0,1,087773,0
7,0,9109911,1,565267,0,1,107682,0
9,0,9603577,1,60994,0,1,14176,0
11,0,9853225,1,780078,0,1,174961,0
13,0,9858854,1,783931,0,1,192794,0
15,0,9864483,1,787784,0,1,216924,0
17,0,9870112,1,791637,0,1,239533,0
19,0,9888098,1,80189,0,1,285734,0
21,1,001009,1,830704,0,1,357737,4,027028E-06
23,1,008547,1,842399,0,1,366925,6,197841E-06
25,1,016579,1,865346,0,1,428497,6,197841E-06
27,1,021221,1,897961,0,1,44611,2,819315E-05
29,1,022474,1,928152,0,1,456317,3,624833E-05
31,1,023727,1,950136,0,1,485853,4,430351E-05
33,1,02498,1,976784,0,1,492529,9,695738E-05
35,1,026233,2,00307,0,1,503567,0,0001261961
37,1,027486,2,006642,0,1,506402,0,0001261961
39,1,028739,2,010214,0,1,508905,0,0001261961
41,1,029992,2,013785,0,1,511409,0,0001261961
43,1,031245,2,017357,0,1,513912,0,0001261961
45,1,032498,2,020929,0,1,516415,0,0001261961
47,1,033751,2,024501,0,1,525937,0,0001261961
49,1,035004,2,048966,0,1,556141,0,000248931
51,1,036257,2,079703,0,1,594756,0,0002922424
53,1,03751,2,137758,0,1,686829,0,000305835
55,1,038763,2,213196,0,1,708978,0,0003194277
57,1,040016,2,330616,0,1,728914,0,0003330203
59,1,041269,2,372527,0,1,792075,0,000346613
61,1,042522,2,382306,0,1,796909,0,0003602057
63,1,043775,2,392084,0,1,801744,0,0003737984
65,1,045028,2,401863,0,1,806579,0,000387391
67,1,046281,2,413284,0,1,837288,0,0005752001
69,1,050638,2,45898,0,1,863321,0,0005752001
71,1,056885,2,468882,0,1,91447,0,0007161224
73,1,067079,2,479418,0,1,929544,0,0007506714
75,1,077274,2,489996,0,1,979366,0,0007852204
77,1,087469,2,536068,0,1,987134,0,001143921
79,1,097663,2,550506,0,1,994902,0,001287003
81,1,107858,2,559777,0,1,9999,0,00129202
83,1,121531,2,575086,0,2,032691,0,001500102
85,1,137593,2,605843,0,2,080775,0,002062004
87,1,152566,2,635835,0,2,118017,0,002310946
89,1,167538,2,666897,0,2,145919,0,002622233
91,1,238135,2,819041,0,2,210029,0,002963685
93,1,302758,2,923281,0,2,261766,0,003116865
95,1,366735,2,99772,0,2,283087,0,003213197
97,1,430713,3,063171,0,0001178124,2,311644,0,003799964
99,1,488098,3,143266,0,00019461,2,368203,0,004570029
101,1,538891,3,233514,0,0002275131,2,410253,0,005263376
103,1,563663,3,266891,0,0003225974,2,443968,0,006621662
105,1,585457,3,371854,0,0003922456,2,495963,0,006621662
107,1,620497,3,401893,0,0004043269,2,599184,0,007411142
109,1,656207,3,427927,0,0006145607,2,664959,0,007681788
111,1,692466,3,452548,0,0007043089,2,734345,0,00996851
113,1,717952,3,486586,0,0007666982,2,769332,0,01144447
115,1,738441,3,519488,0,0008599399,2,804187,0,01390231
117,1,780903,3,577854,0,001203916,2,861924,0,01646451
119,1,818974,3,667379,0,003857922,2,961081,0,01751149
121,1,855023,3,778472,0,00391875,3,018792,0,01839276
123,1,886278,3,843775,0,003979579,3,066703,0,01952066
125,1,912738,3,881792,0,004040407,3,077556,0,02091846
127,1,939197,3,931447,0,004101236,3,08848,0,02139046
129,1,965657,3,964,0,004162064,3,117743,0,02234693
131,2,081613,3,9848,0,00441926,3,166186,0,02604839
133,2,125829,4,004209,0,005090865,3,197586,0,02707638
135,2,170046,4,014512,0,005197453,3,245839,0,02741703
137,2,217329,4,032534,0,005338349,3,24772,0,02762991
139,2,263691,4,048482,0,00566294,3,273487,0,02825068
141,2,308227,4,154564,0,007209299,3,29882,0,02887513
143,2,350937,4,173776,0,007902891,3,434319,0,03360078
145,2,365797,4,179968,0,007999467,3,450088,0,03594005
147,2,380235,4,287765,0,008050408,3,477762,0,04235778
149,2,394673,4,29938,0,008150565,3,492342,0,04260179
151,2,40911,4,339195,0,008295792,3,503377,0,04409771
153,2,41989,4,373484,0,008389267,3,514521,0,04609745
155,2,427012,4,401198,0,00843423,3,525773,0,04929521
157,2,434134,4,419596,0,008501677,3,537619,0,05074153
159,2,440553,4,448214,0,009328994,3,557683,0,05106077
161,2,44627,4,496368,0,009694064,3,6498,0,05268332
163,2,451986,4,54325,0,009960459,3,616095,0,05152912
165,2,457703,4,585959,0,01003831,3,588811,0,05010636
167,2,463418,4,631127,0,01011718,3,593787,0,04995082
169,2,469133,4,678754,0,01019606,3,598764,0,05005503
171,2,474848,4,726382,0,01027493,3,60374,0,05015924
173,2,480563,4,721298,0,01014966,3,604808,0,04595001
175,2,486277,4,575057,0,009802213,3,581798,0,04446096
177,2,491992,4,550902,0,009845005,3,556192,0,04402759
179,2,540794,4,525852,0,01005398,3,585096,0,04309473
181,2,604712,4,507049,0,01026762,3,597916,0,04317706
183,2,640588,4,537718,0,01047036,3,611045,0,04413317
185,2,676394,4,505172,0,01067228,3,711402,0,04465368
187,2,7122,4,468635,0,01085728,3,772988,0,04501283
189,2,744893,4,407118,0,01127213,3,757532,0,04745786
191,2,62363,4,349329,0,01191541,3,790827,0,05287971
193,2,41632,4,281625,0,01221999,3,726796,0,05399096
195,2,381882,4,276256,0,009758966,3,626952,0,05656372
197,2,720739,4,281827,0,009846756,3,620665,0,05899353
199,2,68834,4,279048,0,009965145,3,586594,0,05331558
201,2,655941,4,280037,0,01004246,3,585354,0,048525
203,2,623542,4,270665,0,01020419,3,593903,0,05141628
205,2,591142,4,281718,0,01033459,3,597129,0,05211705
207,2,552251,4,273715,0,010465,3,590485,0,05281782
209,2,513342,4,272724,0,01055969,3,584347,0,05362906
211,2,498835,4,279476,0,01061868,3,590906,0,05455076
213,2,50873,4,282137,0,01061249,3,605225,0,05547245
215,2,518625,4,276355,0,0105401,3,61649,0,05280012
217,2,528519,4,276018,0,01046772,3,59669,0,05342532
219,2,546657,4,282123,0,0104332,3,567622,0,05509274
221,2,563873,4,300492,0,01085536,3,637591,0,05767014
223,2,58575,4,293379,0,01093787,3,655711,0,05508371
225,2,607133,4,29025,0,01210187,3,661835,0,05326641
227,2,631906,4,284435,0,01290644,3,667888,0,05450979
229,2,660069,4,27806,0,013711,3,659329,0,05677552
231,2,685547,4,270815,0,0142583,3,659776,0,05707171
233,2,708342,4,250958,0,01435832,3,586511,0,06372219
235,2,731137,4,254357,0,01445833,3,590041,0,06646626
237,2,753932,4,246118,0,01455835,3,611112,0,06900579
239,2,776727,4,237877,0,01465836,3,612525,0,07158525
241,2,799521,4,229638,0,01475838,3,614532,0,07416469
243,2,822316,4,243214,0,01485839,3,667514,0,07678713
245,2,845111,4,297596,0,01477347,3,711644,0,08728404
247,2,907711,4,340446,0,01468485,3,747905,0,08578429
249,2,97031,4,410914,0,01514955,3,81122,0,08698533
251,3,03291,4,435234,0,01514345,3,829549,0,09065495
253,3,095509,4,462727,0,01513736,3,84133,0,09113931
255,3,158109,4,476462,0,01513126,3,816108,0,09058845
